meanF0,stdevF0,hnr,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,aqpq5Shimmer,apq11Shimmer,ddaShimmer
202.4182565693032,4.0280756645718245,21.846484128839226,0.0032721487915756,1.6164017613148678e-05,0.0016044824361817,0.0017023812821281,0.0048134473085452,0.0414536568569713,0.3709984368354394,0.0188391205243272,0.0227713681334793,0.0345160733172428,0.0565173615729817
125.70645582666164,1.783216144708127,14.86341018007793,0.0074643659247587,5.945041345818194e-05,0.0041512074543015,0.0049106883302923,0.0124536223629045,0.0910511542305738,0.871525514664767,0.0460922187407477,0.0576215544371941,0.0835837396501164,0.1382766562222431
177.04969207390445,1.5584752155680714,22.143945557981795,0.0028664347958985,1.6189384890926903e-05,0.0015927390645543,0.0016970360941507,0.0047782171936631,0.0395881564399438,0.3476286082603428,0.020958084831097,0.0250920586261643,0.0350695318838861,0.0628742544932911
225.70982073865656,4.043477724196335,22.57275758154109,0.0030984256042585,1.372787215567424e-05,0.0015507496751819,0.0016391642712473,0.0046522490255457,0.0460682250588354,0.4095462156133566,0.0238747129250766,0.0289706549154572,0.0336671708016063,0.0716241387752298
170.98451892749037,6.871476818861469,13.131063130578497,0.0094062761989261,5.506192776180072e-05,0.0049483723158131,0.005528987998147,0.0148451169474394,0.1126244944169661,0.9712789769555852,0.0546233188718573,0.06997613859517784,0.09102780388693985,0.1638699566155719
241.1506574079077,9.235049595689134,17.2031120649018,0.00963483972159535,4.246368394859424e-05,0.005412898802532375,0.005847782642124624,0.0162386964075972,0.0558440406214451,0.667411506193759,0.0280897253067402,0.0367330292645077,0.0493580391385303,0.0842691759202206
241.1506574079077,4.496585672997669,21.42419827678704,0.0029149663927575,1.125210933599548e-05,0.0015428843755568,0.001666619101593,0.0046286531266705,0.037282709413218,0.3393580530594616,0.0189395961375724,0.0230051877490346,0.0293688384701746,0.0568187884127173
200.16635173899616,9.235049595689134,12.603645867995557,0.00963483972159535,6.216496992873153e-05,0.005412898802532375,0.005847782642124624,0.0162386964075972,0.0875068272098855,0.7981002846925912,0.0478770349395392,0.0556736337769247,0.0660899109936093,0.1436311048186178
169.56556324410928,1.759943735299518,19.167267578841333,0.0027976426979021,1.6497976635695463e-05,0.0014102804686437,0.0016424400842257,0.0042308414059312,0.0685926709777013,0.6120943837744864,0.0308982879576196,0.0425075633827051,0.0668984448531031,0.092694863872859
241.1506574079077,6.087346191568385,17.730909221937512,0.0044052996304806,1.4950094154944404e-05,0.0025253802751847,0.0023939227236829,0.0075761408255542,0.0364554053518426,0.3198442617205921,0.0204102887199271,0.0232951049057943,0.0277814707940686,0.0612308661597815
126.3538876817228,3.3751994450087968,13.645093038324132,0.0066581426037552,5.2701637546993045e-05,0.0037785540969869,0.0034208514225813,0.0113356622909607,0.064820320164954,0.57154137036059,0.0342067393845239,0.0424555431233948,0.057331165783611,0.1026202181535717
210.32169271657236,4.453022398385009,22.986092155694568,0.0023159283370702,1.101103202848916e-05,0.0008994755792589,0.001100089753858,0.0026984267377769,0.0335062492267103,0.2957160906146365,0.018020571607044,0.0214330269080673,0.0299474070638006,0.0540617148211322
186.99177214871628,9.235049595689134,16.541421180512632,0.0094300937349144,5.038607265034075e-05,0.0051581637757164,0.005847782642124624,0.0154744913271493,0.112957260493797,0.9712789769555852,0.058722037422158,0.06997613859517784,0.09102780388693985,0.1761661122664742
111.00956828006152,2.5667713223344024,11.077559138226352,0.0070263380413269,6.323888507157142e-05,0.0036496967793451,0.0038946703909789,0.0109490903380353,0.0875622411765908,0.7736301454680515,0.0492892120177871,0.0558946850105302,0.0638280315317069,0.1478676360533614
231.6675713219045,9.235049595689134,21.599018873975773,0.0032969683662653,1.422298348441898e-05,0.0016016273338098,0.0018690063954394,0.0048048820014295,0.0363680827626275,0.3005795012372713,0.0195814822054251,0.0225473249774815,0.0297938228407447,0.0587444466162755
178.44261836035722,9.235049595689134,17.902742950996696,0.0058920405867493,3.3035643648545254e-05,0.0025922350584155,0.0030533944790102,0.0077767051752467,0.0756560565714493,0.7356175950724988,0.0361319836804264,0.0477850131418663,0.065801327566317,0.1083959510412792
161.32244158086303,2.327310184791995,20.720846693580256,0.0038427998143726,2.3808382337062343e-05,0.0018226552394358,0.0022491223965114,0.0054679657183076,0.0530821977354505,0.5960759749204986,0.0228271397671492,0.0351541996681123,0.0602017914341287,0.0684814193014476
202.72029944941232,2.223883533623532,16.03154398000865,0.0048844759979561,2.4094805926116302e-05,0.0028185111805279,0.0026966940570439,0.0084555335415838,0.0916702660751427,0.7882055479812285,0.0485324942517346,0.0564014356693782,0.075274044932751,0.1455974827552039
225.7786350092477,3.311703251050397,18.829700083588484,0.0038174802867193,1.6907097955449967e-05,0.002023200119156,0.00237759804495,0.0060696003574681,0.0686405813262345,0.6079931180039073,0.0347648079732954,0.0434671830955483,0.0612416001529416,0.1042944239198863
125.10658259785416,2.9759570865342155,16.97517095818698,0.0070269867638903,5.604044886008258e-05,0.0039614538467582,0.0042922868999773,0.0118843615402747,0.0550243006107293,0.4736147837193003,0.0289567267991872,0.0348250302765244,0.0457646496084609,0.0868701803975617
110.26291993348316,8.659191024628523,15.480306999140389,0.0052773416966336,4.7860820598050136e-05,0.0027698782540424,0.0033462367607351,0.0083096347621273,0.0924496962849747,0.8275897447464146,0.0484676296141252,0.062786504488045,0.0814451873529634,0.1454028888423757
148.37643312530594,1.7402108492273218,18.94389801342568,0.0038819438754128,2.6165929700811783e-05,0.0021200753345988,0.0023875366858928,0.0063602260037964,0.0414525402973755,0.4013257056823878,0.0220261712871216,0.0266651835785482,0.0334890376632124,0.066078513861365
199.09045548011605,1.4961060764055834,21.811016675681643,0.0023810752841293,1.195816497428084e-05,0.0012226736153472,0.0014414907449598,0.0036680208460417,0.0476300237026099,0.4226734164148646,0.0263038737254855,0.0286039526391692,0.0426229995048304,0.0789116211764565
167.5215742237835,9.235049595689134,17.722818825261395,0.00963483972159535,7.107285537241576e-05,0.005412898802532375,0.005847782642124624,0.0162386964075972,0.0634475441969791,0.6586275244878259,0.035602882928101,0.0406217138308207,0.0520529429897272,0.1068086487843031
159.97987449528318,2.201868535092468,21.21758778148079,0.0032861334825417,2.053670371194252e-05,0.0014912248500348,0.0015585832759,0.0044736745501046,0.0419981361929415,0.3502141753452772,0.0229462972007459,0.0255545540173323,0.0339371702495738,0.068838891602238
236.9782272222988,5.61096940010062,18.68266132746393,0.0037578487247361,1.5851482011164714e-05,0.0017953921531973,0.0022625298269006,0.0053861764595919,0.0715732771205663,0.5617315869276956,0.0332884846500321,0.0430232770582571,0.0445962323153777,0.0998654539500964
105.97091069516088,2.442738146049216,14.2405494390734,0.0072368950035417,6.830167636066334e-05,0.0031033413378568,0.0046586998678017,0.0093100240135706,0.0970124852613274,0.8612760092552746,0.0511350685021962,0.0651377257786957,0.0812614110747186,0.1534052055065887
204.7796117541355,7.033375592913275,18.38295201433865,0.005265441768243,2.5702158574044692e-05,0.002816145605261,0.0031543024365285,0.008448436815783,0.0598394755484689,0.5563623472040004,0.0293912453970182,0.0368526028715772,0.0475109504791883,0.0881737361910546
190.5363227020287,2.22598594205882,20.44444033903616,0.0043742138220491,2.295655197573696e-05,0.0022754474334038,0.0025816962951812,0.0068263423002114,0.0565719112810854,0.4988072029733392,0.0282982548835009,0.0393710160748049,0.0597593104213083,0.0848947646505026
136.36880806625675,3.580153791218032,12.690913018536166,0.0081176219092274,5.953202856321556e-05,0.0042636060824525,0.0045675289097914,0.0127908182473575,0.0945959600716817,0.8472783328312348,0.0523344306205542,0.0615435819722993,0.0771342616234379,0.1570032918616627
157.9328401584957,5.835948188380776,18.171925135568674,0.0045564607860879,2.8844707304924805e-05,0.0021954336831804,0.0024638025013693,0.0065863010495414,0.0669203046076188,0.6059753432695119,0.0351269971261248,0.0450602173363847,0.0595046842169283,0.1053809913783745
