stdevF0,hnr,localJitter,ddpJitter,apq11Shimmer
2.064875906036792,23.959287273110444,0.004173154739645,0.0065595898940482,0.0228404876135704
5.155956563492737,27.95775499397845,0.0045096651593753,0.0069384813533391,0.0143893736335703
2.136905747137359,33.30947460822698,0.0023227024854407,0.0033390006496403,0.0067772219559087
3.371490703680716,26.43442738804252,0.0035636549785317,0.0060537416813316,0.0107972399127426
16.50412505389052,30.583621172022685,0.003027126839618,0.0045548078773805,0.0094626348149004
4.934830997595132,33.30947460822698,0.0027584559667108,0.0040908309358938,0.0094612885691728
2.8475608959345307,33.30947460822698,0.0025857181692992,0.0037273256767878,0.0125717645515149
1.9605562914264705,23.88153842882169,0.0074887041352592505,0.0114802175899965,0.0334560429697435
1.1553668207036076,24.97174601354128,0.0042000030446765,0.0073946769297504,0.0166451130094257
16.5305701169492,31.31339543943396,0.0032925765382427,0.0056193047082011,0.0071892979216916
5.2144312852259125,27.56808961652489,0.003160936182331,0.004881685573735,0.0111880021539241
19.792501435228395,28.7381875489221,0.0053419901477148,0.007166226334479,0.0189876361357565
6.189618824556319,28.38922262249581,0.0023748022115613,0.0038350094828618,0.010615235854848
1.6286337188552724,28.366031408614493,0.0029128621737672,0.0042901834508947,0.0135300685853366
1.2851950446959608,20.825539768978157,0.0074887041352592505,0.0114802175899965,0.0570425669064499
1.4241777979924608,26.965857648661643,0.0035038660608611,0.004879764330632,0.0136454800471483
4.6313534945476045,29.342254820057207,0.0033956881696637,0.004782929071916,0.0166953677727775
2.760184257204,30.95303750842983,0.0030304386171078,0.0048584989606395,0.0123435600144341
19.792501435228395,18.74644450431884,0.0064821869190737,0.0112946909466026,0.0330325530198293
1.635376325775027,28.585725858529976,0.0026313755334741,0.0034630549166634,0.0100192230954305
1.7553504896416758,20.87983052791402,0.0074887041352592505,0.0114802175899965,0.0444902134107235
2.3059137242577137,21.605401074381053,0.0040153258365603,0.0067444085677567,0.020837264686073
1.936720545899736,27.358195445126302,0.001794586285412,0.0030075842906996,0.0077257442878528
2.073109554651993,20.561565034286776,0.0035156237028941,0.00561363903542,0.0335260167015574
2.459579463502433,32.65454141216751,0.0018844326309053,0.0026320474772526,0.0114173793169325
3.232340792966277,24.10606068743709,0.0037508882583484,0.0046335790780195,0.0175928734364411
2.026972504764148,33.30947460822698,0.0017602687606649,0.0029425450853477,0.0060362550852044
19.792501435228395,29.085819489642088,0.0045347503118891,0.0069678958543541,0.0198314234751015
2.266744720640503,29.21915102290048,0.002368447281635,0.0035023778720425,0.0122084998969669
19.792501435228395,24.090619089550568,0.0057967802189068,0.0084074843148585,0.0217966417898713
3.713404862965233,24.068464552934323,0.0033584433625324,0.0052070239764158,0.0258867518001819
2.8813445634134944,30.72277426632724,0.0030377964951494,0.0050435740411121,0.0135998067496513
8.175604056384167,30.37696167573574,0.0019888342199876,0.0024758377351449,0.0162145343322526
2.173945630372061,21.91958581597764,0.006857526616944,0.0091310502814286,0.0362802501236412
3.3850101570801088,28.28672494135499,0.0036776725606892,0.0061525114951245,0.0145735006122262
0.9961761082793285,30.14505112073237,0.0032181775785761,0.0054844886675446,0.011235453432743
3.0809054430650336,29.02199573232305,0.0052208142861601,0.0063002679412902,0.017395010472214
19.792501435228395,33.30947460822698,0.0053728312457594,0.0100361211989936,0.012101272429866
2.313613075306807,20.44553238073791,0.0074887041352592505,0.0114802175899965,0.0286215275783503
2.491250309496817,30.684119226429964,0.0074887041352592505,0.0114802175899965,0.0150221122299725
2.8084669583988084,24.830507247075214,0.0034040534043017,0.0051682048946122,0.0219207092471968
2.669037784092239,33.100309050352294,0.0028018585631078,0.0045271601707176,0.0098383833116221
19.792501435228395,18.137194946615654,0.0073191496864816,0.0114802175899965,0.0596581550771411
0.8862857779042942,27.98183431780729,0.003507542715633,0.0052083668675702,0.016789955924018
19.792501435228395,29.688941642912216,0.0074887041352592505,0.0070791143988905,0.0165245194042263
19.792501435228395,33.30947460822698,0.0018802903557014,0.003170736490345,0.0132215819257554
2.7553830841392326,28.68988218550433,0.0032900826858093,0.0049326534258668,0.0152997711488724
9.19217882068652,19.63250160938055,0.0043510793214793,0.0063284673380493,0.0250688918312379
1.4507998563569786,25.769643116553183,0.007336585074398,0.0114802175899965,0.0236836750821267
1.2382065527812522,33.30947460822698,0.0027985846123467,0.0047783982195409,0.0080816563393271
